dt_abertura;Year;Month;Day
05/01/1951;1951;jan;5
06/01/1951;1951;jan;6
07/01/1951;1951;jan;7
08/01/1951;1951;jan;8
09/01/1951;1951;jan;9
10/01/1951;1951;jan;10
11/01/1951;1951;jan;11
12/01/1951;1951;jan;12
13/01/1951;1951;jan;13
14/01/1951;1951;jan;14
15/01/1951;1951;jan;15
16/01/1951;1951;jan;16
17/01/1951;1951;jan;17
18/01/1951;1951;jan;18
19/01/1951;1951;jan;19
20/01/1951;1951;jan;20
21/01/1951;1951;jan;21
22/01/1951;1951;jan;22
23/01/1951;1951;jan;23
24/01/1951;1951;jan;24
25/01/1951;1951;jan;25
26/01/1951;1951;jan;26
27/01/1951;1951;jan;27
28/01/1951;1951;jan;28
29/01/1951;1951;jan;29
30/01/1951;1951;jan;30
31/01/1951;1951;jan;31
01/02/1951;1951;fev;1
02/02/1951;1951;fev;2
03/02/1951;1951;fev;3
04/02/1951;1951;fev;4
05/02/1951;1951;fev;5
06/02/1951;1951;fev;6
07/02/1951;1951;fev;7
08/02/1951;1951;fev;8
09/02/1951;1951;fev;9
10/02/1951;1951;fev;10
11/02/1951;1951;fev;11
12/02/1951;1951;fev;12
13/02/1951;1951;fev;13
14/02/1951;1951;fev;14
15/02/1951;1951;fev;15
16/02/1951;1951;fev;16
17/02/1951;1951;fev;17
18/02/1951;1951;fev;18
19/02/1951;1951;fev;19
20/02/1951;1951;fev;20
21/02/1951;1951;fev;21
22/02/1951;1951;fev;22
23/02/1951;1951;fev;23
24/02/1951;1951;fev;24
25/02/1951;1951;fev;25
26/02/1951;1951;fev;26
27/02/1951;1951;fev;27
28/02/1951;1951;fev;28
01/03/1951;1951;mar;1
02/03/1951;1951;mar;2
03/03/1951;1951;mar;3
04/03/1951;1951;mar;4
05/03/1951;1951;mar;5
06/03/1951;1951;mar;6
07/03/1951;1951;mar;7
08/03/1951;1951;mar;8
09/03/1951;1951;mar;9
10/03/1951;1951;mar;10
11/03/1951;1951;mar;11
12/03/1951;1951;mar;12
13/03/1951;1951;mar;13
14/03/1951;1951;mar;14
15/03/1951;1951;mar;15
16/03/1951;1951;mar;16
17/03/1951;1951;mar;17
18/03/1951;1951;mar;18
19/03/1951;1951;mar;19
20/03/1951;1951;mar;20
21/03/1951;1951;mar;21
22/03/1951;1951;mar;22
23/03/1951;1951;mar;23
24/03/1951;1951;mar;24
25/03/1951;1951;mar;25
26/03/1951;1951;mar;26
27/03/1951;1951;mar;27
28/03/1951;1951;mar;28
29/03/1951;1951;mar;29
30/03/1951;1951;mar;30
31/03/1951;1951;mar;31
01/04/1951;1951;abr;1
02/04/1951;1951;abr;2
03/04/1951;1951;abr;3
04/04/1951;1951;abr;4
05/04/1951;1951;abr;5
06/04/1951;1951;abr;6
07/04/1951;1951;abr;7
08/04/1951;1951;abr;8
09/04/1951;1951;abr;9
10/04/1951;1951;abr;10
11/04/1951;1951;abr;11
12/04/1951;1951;abr;12
13/04/1951;1951;abr;13
14/04/1951;1951;abr;14
15/04/1951;1951;abr;15
16/04/1951;1951;abr;16
17/04/1951;1951;abr;17
18/04/1951;1951;abr;18
19/04/1951;1951;abr;19
20/04/1951;1951;abr;20
21/04/1951;1951;abr;21
22/04/1951;1951;abr;22
23/04/1951;1951;abr;23
24/04/1951;1951;abr;24
25/04/1951;1951;abr;25
26/04/1951;1951;abr;26
27/04/1951;1951;abr;27
28/04/1951;1951;abr;28
29/04/1951;1951;abr;29
30/04/1951;1951;abr;30
01/05/1951;1951;mai;1
02/05/1951;1951;mai;2
03/05/1951;1951;mai;3
04/05/1951;1951;mai;4
05/05/1951;1951;mai;5
06/05/1951;1951;mai;6
07/05/1951;1951;mai;7
08/05/1951;1951;mai;8
09/05/1951;1951;mai;9
10/05/1951;1951;mai;10
11/05/1951;1951;mai;11
12/05/1951;1951;mai;12
13/05/1951;1951;mai;13
14/05/1951;1951;mai;14
15/05/1951;1951;mai;15
16/05/1951;1951;mai;16
17/05/1951;1951;mai;17
18/05/1951;1951;mai;18
19/05/1951;1951;mai;19
20/05/1951;1951;mai;20
21/05/1951;1951;mai;21
22/05/1951;1951;mai;22
23/05/1951;1951;mai;23
24/05/1951;1951;mai;24
25/05/1951;1951;mai;25
26/05/1951;1951;mai;26
27/05/1951;1951;mai;27
28/05/1951;1951;mai;28
29/05/1951;1951;mai;29
30/05/1951;1951;mai;30
31/05/1951;1951;mai;31
01/06/1951;1951;jun;1
02/06/1951;1951;jun;2
03/06/1951;1951;jun;3
04/06/1951;1951;jun;4
05/06/1951;1951;jun;5
06/06/1951;1951;jun;6
07/06/1951;1951;jun;7
08/06/1951;1951;jun;8
09/06/1951;1951;jun;9
10/06/1951;1951;jun;10
11/06/1951;1951;jun;11
12/06/1951;1951;jun;12
13/06/1951;1951;jun;13
14/06/1951;1951;jun;14
15/06/1951;1951;jun;15
16/06/1951;1951;jun;16
17/06/1951;1951;jun;17
18/06/1951;1951;jun;18
19/06/1951;1951;jun;19
20/06/1951;1951;jun;20
21/06/1951;1951;jun;21
22/06/1951;1951;jun;22
23/06/1951;1951;jun;23
24/06/1951;1951;jun;24
25/06/1951;1951;jun;25
26/06/1951;1951;jun;26
27/06/1951;1951;jun;27
28/06/1951;1951;jun;28
29/06/1951;1951;jun;29
30/06/1951;1951;jun;30
01/07/1951;1951;jul;1
02/07/1951;1951;jul;2
03/07/1951;1951;jul;3
04/07/1951;1951;jul;4
05/07/1951;1951;jul;5
06/07/1951;1951;jul;6
07/07/1951;1951;jul;7
08/07/1951;1951;jul;8
09/07/1951;1951;jul;9
10/07/1951;1951;jul;10
11/07/1951;1951;jul;11
12/07/1951;1951;jul;12
13/07/1951;1951;jul;13
14/07/1951;1951;jul;14
15/07/1951;1951;jul;15
16/07/1951;1951;jul;16
17/07/1951;1951;jul;17
18/07/1951;1951;jul;18
19/07/1951;1951;jul;19
20/07/1951;1951;jul;20
21/07/1951;1951;jul;21
22/07/1951;1951;jul;22
23/07/1951;1951;jul;23
24/07/1951;1951;jul;24
25/07/1951;1951;jul;25
26/07/1951;1951;jul;26
27/07/1951;1951;jul;27
28/07/1951;1951;jul;28
29/07/1951;1951;jul;29
30/07/1951;1951;jul;30
31/07/1951;1951;jul;31
01/08/1951;1951;ago;1
02/08/1951;1951;ago;2
03/08/1951;1951;ago;3
04/08/1951;1951;ago;4
05/08/1951;1951;ago;5
06/08/1951;1951;ago;6
07/08/1951;1951;ago;7
08/08/1951;1951;ago;8
09/08/1951;1951;ago;9
10/08/1951;1951;ago;10
11/08/1951;1951;ago;11
12/08/1951;1951;ago;12
13/08/1951;1951;ago;13
14/08/1951;1951;ago;14
15/08/1951;1951;ago;15
16/08/1951;1951;ago;16
17/08/1951;1951;ago;17
18/08/1951;1951;ago;18
19/08/1951;1951;ago;19
20/08/1951;1951;ago;20
21/08/1951;1951;ago;21
22/08/1951;1951;ago;22
23/08/1951;1951;ago;23
24/08/1951;1951;ago;24
25/08/1951;1951;ago;25
26/08/1951;1951;ago;26
27/08/1951;1951;ago;27
28/08/1951;1951;ago;28
29/08/1951;1951;ago;29
30/08/1951;1951;ago;30
31/08/1951;1951;ago;31
01/09/1951;1951;set;1
02/09/1951;1951;set;2
03/09/1951;1951;set;3
04/09/1951;1951;set;4
05/09/1951;1951;set;5
06/09/1951;1951;set;6
07/09/1951;1951;set;7
08/09/1951;1951;set;8
09/09/1951;1951;set;9
10/09/1951;1951;set;10
11/09/1951;1951;set;11
12/09/1951;1951;set;12
13/09/1951;1951;set;13
14/09/1951;1951;set;14
15/09/1951;1951;set;15
16/09/1951;1951;set;16
17/09/1951;1951;set;17
18/09/1951;1951;set;18
19/09/1951;1951;set;19
20/09/1951;1951;set;20
21/09/1951;1951;set;21
22/09/1951;1951;set;22
23/09/1951;1951;set;23
24/09/1951;1951;set;24
25/09/1951;1951;set;25
26/09/1951;1951;set;26
27/09/1951;1951;set;27
28/09/1951;1951;set;28
29/09/1951;1951;set;29
30/09/1951;1951;set;30
01/10/1951;1951;out;1
02/10/1951;1951;out;2
03/10/1951;1951;out;3
04/10/1951;1951;out;4
05/10/1951;1951;out;5
06/10/1951;1951;out;6
07/10/1951;1951;out;7
08/10/1951;1951;out;8
09/10/1951;1951;out;9
10/10/1951;1951;out;10
11/10/1951;1951;out;11
12/10/1951;1951;out;12
13/10/1951;1951;out;13
14/10/1951;1951;out;14
15/10/1951;1951;out;15
16/10/1951;1951;out;16
17/10/1951;1951;out;17
18/10/1951;1951;out;18
19/10/1951;1951;out;19
20/10/1951;1951;out;20
21/10/1951;1951;out;21
22/10/1951;1951;out;22
23/10/1951;1951;out;23
24/10/1951;1951;out;24
25/10/1951;1951;out;25
26/10/1951;1951;out;26
27/10/1951;1951;out;27
28/10/1951;1951;out;28
29/10/1951;1951;out;29
30/10/1951;1951;out;30
31/10/1951;1951;out;31
01/11/1951;1951;nov;1
02/11/1951;1951;nov;2
03/11/1951;1951;nov;3
04/11/1951;1951;nov;4
05/11/1951;1951;nov;5
06/11/1951;1951;nov;6
07/11/1951;1951;nov;7
08/11/1951;1951;nov;8
09/11/1951;1951;nov;9
10/11/1951;1951;nov;10
11/11/1951;1951;nov;11
12/11/1951;1951;nov;12
13/11/1951;1951;nov;13
14/11/1951;1951;nov;14
15/11/1951;1951;nov;15
16/11/1951;1951;nov;16
17/11/1951;1951;nov;17
18/11/1951;1951;nov;18
19/11/1951;1951;nov;19
20/11/1951;1951;nov;20
21/11/1951;1951;nov;21
22/11/1951;1951;nov;22
23/11/1951;1951;nov;23
24/11/1951;1951;nov;24
25/11/1951;1951;nov;25
26/11/1951;1951;nov;26
27/11/1951;1951;nov;27
28/11/1951;1951;nov;28
29/11/1951;1951;nov;29
30/11/1951;1951;nov;30
01/12/1951;1951;dez;1
02/12/1951;1951;dez;2
03/12/1951;1951;dez;3
04/12/1951;1951;dez;4
05/12/1951;1951;dez;5
06/12/1951;1951;dez;6
07/12/1951;1951;dez;7
08/12/1951;1951;dez;8
09/12/1951;1951;dez;9
10/12/1951;1951;dez;10
11/12/1951;1951;dez;11
12/12/1951;1951;dez;12
13/12/1951;1951;dez;13
14/12/1951;1951;dez;14
15/12/1951;1951;dez;15
16/12/1951;1951;dez;16
17/12/1951;1951;dez;17
18/12/1951;1951;dez;18
19/12/1951;1951;dez;19
20/12/1951;1951;dez;20
21/12/1951;1951;dez;21
22/12/1951;1951;dez;22
23/12/1951;1951;dez;23
24/12/1951;1951;dez;24
25/12/1951;1951;dez;25
26/12/1951;1951;dez;26
27/12/1951;1951;dez;27
28/12/1951;1951;dez;28
29/12/1951;1951;dez;29
30/12/1951;1951;dez;30
31/12/1951;1951;dez;31
01/01/1952;1952;jan;1
02/01/1952;1952;jan;2
03/01/1952;1952;jan;3
04/01/1952;1952;jan;4
05/01/1952;1952;jan;5
06/01/1952;1952;jan;6
07/01/1952;1952;jan;7
08/01/1952;1952;jan;8
09/01/1952;1952;jan;9
10/01/1952;1952;jan;10
11/01/1952;1952;jan;11
12/01/1952;1952;jan;12
13/01/1952;1952;jan;13
14/01/1952;1952;jan;14
15/01/1952;1952;jan;15
16/01/1952;1952;jan;16
17/01/1952;1952;jan;17
18/01/1952;1952;jan;18
19/01/1952;1952;jan;19
20/01/1952;1952;jan;20
21/01/1952;1952;jan;21
22/01/1952;1952;jan;22
23/01/1952;1952;jan;23
24/01/1952;1952;jan;24
25/01/1952;1952;jan;25
26/01/1952;1952;jan;26
27/01/1952;1952;jan;27
28/01/1952;1952;jan;28
29/01/1952;1952;jan;29
30/01/1952;1952;jan;30
31/01/1952;1952;jan;31
01/02/1952;1952;fev;1
02/02/1952;1952;fev;2
03/02/1952;1952;fev;3
04/02/1952;1952;fev;4
05/02/1952;1952;fev;5
06/02/1952;1952;fev;6
07/02/1952;1952;fev;7
08/02/1952;1952;fev;8
09/02/1952;1952;fev;9
10/02/1952;1952;fev;10
11/02/1952;1952;fev;11
12/02/1952;1952;fev;12
13/02/1952;1952;fev;13
14/02/1952;1952;fev;14
15/02/1952;1952;fev;15
16/02/1952;1952;fev;16
17/02/1952;1952;fev;17
18/02/1952;1952;fev;18
19/02/1952;1952;fev;19
20/02/1952;1952;fev;20
21/02/1952;1952;fev;21
22/02/1952;1952;fev;22
23/02/1952;1952;fev;23
24/02/1952;1952;fev;24
25/02/1952;1952;fev;25
26/02/1952;1952;fev;26
27/02/1952;1952;fev;27
28/02/1952;1952;fev;28
29/02/1952;1952;fev;29
01/03/1952;1952;mar;1
02/03/1952;1952;mar;2
03/03/1952;1952;mar;3
04/03/1952;1952;mar;4
05/03/1952;1952;mar;5
06/03/1952;1952;mar;6
07/03/1952;1952;mar;7
08/03/1952;1952;mar;8
09/03/1952;1952;mar;9
10/03/1952;1952;mar;10
11/03/1952;1952;mar;11
12/03/1952;1952;mar;12
13/03/1952;1952;mar;13
14/03/1952;1952;mar;14
15/03/1952;1952;mar;15
16/03/1952;1952;mar;16
17/03/1952;1952;mar;17
18/03/1952;1952;mar;18
19/03/1952;1952;mar;19
20/03/1952;1952;mar;20
21/03/1952;1952;mar;21
22/03/1952;1952;mar;22
23/03/1952;1952;mar;23
24/03/1952;1952;mar;24
25/03/1952;1952;mar;25
26/03/1952;1952;mar;26
27/03/1952;1952;mar;27
28/03/1952;1952;mar;28
29/03/1952;1952;mar;29
30/03/1952;1952;mar;30
31/03/1952;1952;mar;31
01/04/1952;1952;abr;1
02/04/1952;1952;abr;2
03/04/1952;1952;abr;3
04/04/1952;1952;abr;4
05/04/1952;1952;abr;5
06/04/1952;1952;abr;6
07/04/1952;1952;abr;7
08/04/1952;1952;abr;8
09/04/1952;1952;abr;9
10/04/1952;1952;abr;10
11/04/1952;1952;abr;11
12/04/1952;1952;abr;12
13/04/1952;1952;abr;13
14/04/1952;1952;abr;14
15/04/1952;1952;abr;15
16/04/1952;1952;abr;16
17/04/1952;1952;abr;17
18/04/1952;1952;abr;18
19/04/1952;1952;abr;19
20/04/1952;1952;abr;20
21/04/1952;1952;abr;21
22/04/1952;1952;abr;22
23/04/1952;1952;abr;23
24/04/1952;1952;abr;24
25/04/1952;1952;abr;25
26/04/1952;1952;abr;26
27/04/1952;1952;abr;27
28/04/1952;1952;abr;28
29/04/1952;1952;abr;29
30/04/1952;1952;abr;30
01/05/1952;1952;mai;1
02/05/1952;1952;mai;2
03/05/1952;1952;mai;3
04/05/1952;1952;mai;4
05/05/1952;1952;mai;5
06/05/1952;1952;mai;6
07/05/1952;1952;mai;7
08/05/1952;1952;mai;8
09/05/1952;1952;mai;9
10/05/1952;1952;mai;10
11/05/1952;1952;mai;11
12/05/1952;1952;mai;12
13/05/1952;1952;mai;13
14/05/1952;1952;mai;14
15/05/1952;1952;mai;15
16/05/1952;1952;mai;16
17/05/1952;1952;mai;17
18/05/1952;1952;mai;18
19/05/1952;1952;mai;19
20/05/1952;1952;mai;20
21/05/1952;1952;mai;21
22/05/1952;1952;mai;22
23/05/1952;1952;mai;23
24/05/1952;1952;mai;24
25/05/1952;1952;mai;25
26/05/1952;1952;mai;26
27/05/1952;1952;mai;27
28/05/1952;1952;mai;28
29/05/1952;1952;mai;29
30/05/1952;1952;mai;30
31/05/1952;1952;mai;31
01/06/1952;1952;jun;1
02/06/1952;1952;jun;2
03/06/1952;1952;jun;3
04/06/1952;1952;jun;4
05/06/1952;1952;jun;5
06/06/1952;1952;jun;6
07/06/1952;1952;jun;7
08/06/1952;1952;jun;8
09/06/1952;1952;jun;9
10/06/1952;1952;jun;10
11/06/1952;1952;jun;11
12/06/1952;1952;jun;12
13/06/1952;1952;jun;13
14/06/1952;1952;jun;14
15/06/1952;1952;jun;15
16/06/1952;1952;jun;16
17/06/1952;1952;jun;17
18/06/1952;1952;jun;18
19/06/1952;1952;jun;19
20/06/1952;1952;jun;20
21/06/1952;1952;jun;21
22/06/1952;1952;jun;22
23/06/1952;1952;jun;23
24/06/1952;1952;jun;24
25/06/1952;1952;jun;25
26/06/1952;1952;jun;26
27/06/1952;1952;jun;27
28/06/1952;1952;jun;28
29/06/1952;1952;jun;29
30/06/1952;1952;jun;30
01/07/1952;1952;jul;1
02/07/1952;1952;jul;2
03/07/1952;1952;jul;3
04/07/1952;1952;jul;4
05/07/1952;1952;jul;5
06/07/1952;1952;jul;6
07/07/1952;1952;jul;7
08/07/1952;1952;jul;8
09/07/1952;1952;jul;9
10/07/1952;1952;jul;10
11/07/1952;1952;jul;11
12/07/1952;1952;jul;12
13/07/1952;1952;jul;13
14/07/1952;1952;jul;14
15/07/1952;1952;jul;15
16/07/1952;1952;jul;16
17/07/1952;1952;jul;17
18/07/1952;1952;jul;18
19/07/1952;1952;jul;19
20/07/1952;1952;jul;20
21/07/1952;1952;jul;21
22/07/1952;1952;jul;22
23/07/1952;1952;jul;23
24/07/1952;1952;jul;24
25/07/1952;1952;jul;25
26/07/1952;1952;jul;26
27/07/1952;1952;jul;27
28/07/1952;1952;jul;28
29/07/1952;1952;jul;29
30/07/1952;1952;jul;30
31/07/1952;1952;jul;31
01/08/1952;1952;ago;1
02/08/1952;1952;ago;2
03/08/1952;1952;ago;3
04/08/1952;1952;ago;4
05/08/1952;1952;ago;5
06/08/1952;1952;ago;6
07/08/1952;1952;ago;7
08/08/1952;1952;ago;8
09/08/1952;1952;ago;9
10/08/1952;1952;ago;10
11/08/1952;1952;ago;11
12/08/1952;1952;ago;12
13/08/1952;1952;ago;13
14/08/1952;1952;ago;14
15/08/1952;1952;ago;15
16/08/1952;1952;ago;16
17/08/1952;1952;ago;17
18/08/1952;1952;ago;18
19/08/1952;1952;ago;19
20/08/1952;1952;ago;20
21/08/1952;1952;ago;21
22/08/1952;1952;ago;22
23/08/1952;1952;ago;23
24/08/1952;1952;ago;24
25/08/1952;1952;ago;25
26/08/1952;1952;ago;26
27/08/1952;1952;ago;27
28/08/1952;1952;ago;28
29/08/1952;1952;ago;29
30/08/1952;1952;ago;30
31/08/1952;1952;ago;31
01/09/1952;1952;set;1
02/09/1952;1952;set;2
03/09/1952;1952;set;3
04/09/1952;1952;set;4
05/09/1952;1952;set;5
06/09/1952;1952;set;6
07/09/1952;1952;set;7
08/09/1952;1952;set;8
09/09/1952;1952;set;9
10/09/1952;1952;set;10
11/09/1952;1952;set;11
12/09/1952;1952;set;12
13/09/1952;1952;set;13
14/09/1952;1952;set;14
15/09/1952;1952;set;15
16/09/1952;1952;set;16
17/09/1952;1952;set;17
18/09/1952;1952;set;18
19/09/1952;1952;set;19
20/09/1952;1952;set;20
21/09/1952;1952;set;21
22/09/1952;1952;set;22
23/09/1952;1952;set;23
24/09/1952;1952;set;24
25/09/1952;1952;set;25
26/09/1952;1952;set;26
27/09/1952;1952;set;27
28/09/1952;1952;set;28
29/09/1952;1952;set;29
30/09/1952;1952;set;30
01/10/1952;1952;out;1
02/10/1952;1952;out;2
03/10/1952;1952;out;3
04/10/1952;1952;out;4
05/10/1952;1952;out;5
06/10/1952;1952;out;6
07/10/1952;1952;out;7
08/10/1952;1952;out;8
09/10/1952;1952;out;9
10/10/1952;1952;out;10
11/10/1952;1952;out;11
12/10/1952;1952;out;12
13/10/1952;1952;out;13
14/10/1952;1952;out;14
15/10/1952;1952;out;15
16/10/1952;1952;out;16
17/10/1952;1952;out;17
18/10/1952;1952;out;18
19/10/1952;1952;out;19
20/10/1952;1952;out;20
21/10/1952;1952;out;21
22/10/1952;1952;out;22
23/10/1952;1952;out;23
24/10/1952;1952;out;24
25/10/1952;1952;out;25
26/10/1952;1952;out;26
27/10/1952;1952;out;27
28/10/1952;1952;out;28
29/10/1952;1952;out;29
30/10/1952;1952;out;30
31/10/1952;1952;out;31
01/11/1952;1952;nov;1
02/11/1952;1952;nov;2
03/11/1952;1952;nov;3
04/11/1952;1952;nov;4
05/11/1952;1952;nov;5
06/11/1952;1952;nov;6
07/11/1952;1952;nov;7
08/11/1952;1952;nov;8
09/11/1952;1952;nov;9
10/11/1952;1952;nov;10
11/11/1952;1952;nov;11
12/11/1952;1952;nov;12
13/11/1952;1952;nov;13
14/11/1952;1952;nov;14
15/11/1952;1952;nov;15
16/11/1952;1952;nov;16
17/11/1952;1952;nov;17
18/11/1952;1952;nov;18
19/11/1952;1952;nov;19
20/11/1952;1952;nov;20
21/11/1952;1952;nov;21
22/11/1952;1952;nov;22
23/11/1952;1952;nov;23
24/11/1952;1952;nov;24
25/11/1952;1952;nov;25
26/11/1952;1952;nov;26
27/11/1952;1952;nov;27
28/11/1952;1952;nov;28
29/11/1952;1952;nov;29
30/11/1952;1952;nov;30
01/12/1952;1952;dez;1
02/12/1952;1952;dez;2
03/12/1952;1952;dez;3
04/12/1952;1952;dez;4
05/12/1952;1952;dez;5
06/12/1952;1952;dez;6
07/12/1952;1952;dez;7
08/12/1952;1952;dez;8
09/12/1952;1952;dez;9
10/12/1952;1952;dez;10
11/12/1952;1952;dez;11
12/12/1952;1952;dez;12
13/12/1952;1952;dez;13
14/12/1952;1952;dez;14
15/12/1952;1952;dez;15
16/12/1952;1952;dez;16
17/12/1952;1952;dez;17
18/12/1952;1952;dez;18
19/12/1952;1952;dez;19
20/12/1952;1952;dez;20
21/12/1952;1952;dez;21
22/12/1952;1952;dez;22
23/12/1952;1952;dez;23
24/12/1952;1952;dez;24
25/12/1952;1952;dez;25
26/12/1952;1952;dez;26
27/12/1952;1952;dez;27
28/12/1952;1952;dez;28
29/12/1952;1952;dez;29
30/12/1952;1952;dez;30
31/12/1952;1952;dez;31
01/01/1953;1953;jan;1
02/01/1953;1953;jan;2
03/01/1953;1953;jan;3
04/01/1953;1953;jan;4
05/01/1953;1953;jan;5
06/01/1953;1953;jan;6
07/01/1953;1953;jan;7
08/01/1953;1953;jan;8
09/01/1953;1953;jan;9
10/01/1953;1953;jan;10
11/01/1953;1953;jan;11
12/01/1953;1953;jan;12
13/01/1953;1953;jan;13
14/01/1953;1953;jan;14
15/01/1953;1953;jan;15
16/01/1953;1953;jan;16
17/01/1953;1953;jan;17
18/01/1953;1953;jan;18
19/01/1953;1953;jan;19
20/01/1953;1953;jan;20
21/01/1953;1953;jan;21
22/01/1953;1953;jan;22
23/01/1953;1953;jan;23
24/01/1953;1953;jan;24
25/01/1953;1953;jan;25
26/01/1953;1953;jan;26
27/01/1953;1953;jan;27
28/01/1953;1953;jan;28
29/01/1953;1953;jan;29
30/01/1953;1953;jan;30
31/01/1953;1953;jan;31
01/02/1953;1953;fev;1
02/02/1953;1953;fev;2
03/02/1953;1953;fev;3
04/02/1953;1953;fev;4
05/02/1953;1953;fev;5
06/02/1953;1953;fev;6
07/02/1953;1953;fev;7
08/02/1953;1953;fev;8
09/02/1953;1953;fev;9
10/02/1953;1953;fev;10
11/02/1953;1953;fev;11
12/02/1953;1953;fev;12
13/02/1953;1953;fev;13
14/02/1953;1953;fev;14
15/02/1953;1953;fev;15
16/02/1953;1953;fev;16
17/02/1953;1953;fev;17
18/02/1953;1953;fev;18
19/02/1953;1953;fev;19
20/02/1953;1953;fev;20
21/02/1953;1953;fev;21
22/02/1953;1953;fev;22
23/02/1953;1953;fev;23
24/02/1953;1953;fev;24
25/02/1953;1953;fev;25
26/02/1953;1953;fev;26
27/02/1953;1953;fev;27
28/02/1953;1953;fev;28
01/03/1953;1953;mar;1
02/03/1953;1953;mar;2
03/03/1953;1953;mar;3
04/03/1953;1953;mar;4
05/03/1953;1953;mar;5
06/03/1953;1953;mar;6
07/03/1953;1953;mar;7
08/03/1953;1953;mar;8
09/03/1953;1953;mar;9
10/03/1953;1953;mar;10
11/03/1953;1953;mar;11
12/03/1953;1953;mar;12
13/03/1953;1953;mar;13
14/03/1953;1953;mar;14
15/03/1953;1953;mar;15
16/03/1953;1953;mar;16
17/03/1953;1953;mar;17
18/03/1953;1953;mar;18
19/03/1953;1953;mar;19
20/03/1953;1953;mar;20
21/03/1953;1953;mar;21
22/03/1953;1953;mar;22
23/03/1953;1953;mar;23
24/03/1953;1953;mar;24
25/03/1953;1953;mar;25
26/03/1953;1953;mar;26
27/03/1953;1953;mar;27
28/03/1953;1953;mar;28
29/03/1953;1953;mar;29
30/03/1953;1953;mar;30
31/03/1953;1953;mar;31
01/04/1953;1953;abr;1
02/04/1953;1953;abr;2
03/04/1953;1953;abr;3
04/04/1953;1953;abr;4
05/04/1953;1953;abr;5
06/04/1953;1953;abr;6
07/04/1953;1953;abr;7
08/04/1953;1953;abr;8
09/04/1953;1953;abr;9
10/04/1953;1953;abr;10
11/04/1953;1953;abr;11
12/04/1953;1953;abr;12
13/04/1953;1953;abr;13
14/04/1953;1953;abr;14
15/04/1953;1953;abr;15
16/04/1953;1953;abr;16
17/04/1953;1953;abr;17
18/04/1953;1953;abr;18
19/04/1953;1953;abr;19
20/04/1953;1953;abr;20
21/04/1953;1953;abr;21
22/04/1953;1953;abr;22
23/04/1953;1953;abr;23
24/04/1953;1953;abr;24
25/04/1953;1953;abr;25
26/04/1953;1953;abr;26
27/04/1953;1953;abr;27
28/04/1953;1953;abr;28
29/04/1953;1953;abr;29
30/04/1953;1953;abr;30
01/05/1953;1953;mai;1
02/05/1953;1953;mai;2
03/05/1953;1953;mai;3
04/05/1953;1953;mai;4
05/05/1953;1953;mai;5
06/05/1953;1953;mai;6
07/05/1953;1953;mai;7
08/05/1953;1953;mai;8
09/05/1953;1953;mai;9
10/05/1953;1953;mai;10
11/05/1953;1953;mai;11
12/05/1953;1953;mai;12
13/05/1953;1953;mai;13
14/05/1953;1953;mai;14
15/05/1953;1953;mai;15
16/05/1953;1953;mai;16
17/05/1953;1953;mai;17
18/05/1953;1953;mai;18
19/05/1953;1953;mai;19
20/05/1953;1953;mai;20
21/05/1953;1953;mai;21
22/05/1953;1953;mai;22
23/05/1953;1953;mai;23
24/05/1953;1953;mai;24
25/05/1953;1953;mai;25
26/05/1953;1953;mai;26
27/05/1953;1953;mai;27
28/05/1953;1953;mai;28
29/05/1953;1953;mai;29
30/05/1953;1953;mai;30
31/05/1953;1953;mai;31
01/06/1953;1953;jun;1
02/06/1953;1953;jun;2
03/06/1953;1953;jun;3
04/06/1953;1953;jun;4
05/06/1953;1953;jun;5
06/06/1953;1953;jun;6
07/06/1953;1953;jun;7
08/06/1953;1953;jun;8
09/06/1953;1953;jun;9
10/06/1953;1953;jun;10
11/06/1953;1953;jun;11
12/06/1953;1953;jun;12
13/06/1953;1953;jun;13
14/06/1953;1953;jun;14
15/06/1953;1953;jun;15
16/06/1953;1953;jun;16
17/06/1953;1953;jun;17
18/06/1953;1953;jun;18
19/06/1953;1953;jun;19
20/06/1953;1953;jun;20
21/06/1953;1953;jun;21
22/06/1953;1953;jun;22
23/06/1953;1953;jun;23
24/06/1953;1953;jun;24
25/06/1953;1953;jun;25
26/06/1953;1953;jun;26
27/06/1953;1953;jun;27
28/06/1953;1953;jun;28
29/06/1953;1953;jun;29
30/06/1953;1953;jun;30
01/07/1953;1953;jul;1
02/07/1953;1953;jul;2
03/07/1953;1953;jul;3
04/07/1953;1953;jul;4
05/07/1953;1953;jul;5
06/07/1953;1953;jul;6
07/07/1953;1953;jul;7
08/07/1953;1953;jul;8
09/07/1953;1953;jul;9
10/07/1953;1953;jul;10
11/07/1953;1953;jul;11
12/07/1953;1953;jul;12
13/07/1953;1953;jul;13
14/07/1953;1953;jul;14
15/07/1953;1953;jul;15
16/07/1953;1953;jul;16
17/07/1953;1953;jul;17
18/07/1953;1953;jul;18
19/07/1953;1953;jul;19
20/07/1953;1953;jul;20
21/07/1953;1953;jul;21
22/07/1953;1953;jul;22
23/07/1953;1953;jul;23
24/07/1953;1953;jul;24
25/07/1953;1953;jul;25
26/07/1953;1953;jul;26
27/07/1953;1953;jul;27
28/07/1953;1953;jul;28
29/07/1953;1953;jul;29
30/07/1953;1953;jul;30
31/07/1953;1953;jul;31
01/08/1953;1953;ago;1
